Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
894646,7/20/2017,Texas,Humble (Atascocita),19900 block of River Brook Dr,1,0,N/A
894636,7/19/2017,Georgia,Athens,Hollow Ridge Drive,1,0,N/A
893814,7/18/2017,Arizona,Mesa,600 block of E Kino Dr,1,0,N/A
895171,7/17/2017,Idaho,Troy,Nora Creek Rd,1,0,N/A
889940,7/14/2017,Louisiana,Westwego (Bridge City),9200 block of E Claiborne Pkwy,1,0,N/A
889468,7/13/2017,Mississippi,Columbus,Florence St,1,0,N/A
886519,7/8/2017,Tennessee,Greeneville,573 Warrensburg Road,1,0,N/A
886470,7/8/2017,Illinois,Des Plaines,9900 block of Linda Ln,1,0,N/A
884717,7/6/2017,Louisiana,Harvey,2400 block of Alex Kornman Blvd,1,0,N/A
882547,7/4/2017,Texas,San Antonio,3134 Mission Gate,1,0,N/A
882040,7/1/2017,Indiana,Hammond,7300 block of Harrison Avenue,1,0,N/A
881562,6/30/2017,Georgia,Jenkins (county),N/A,1,0,N/A
876396,6/26/2017,Alabama,Montgomery,1714 Coral Ln,1,1,N/A
874949,6/24/2017,Missouri,Saint Louis,10000 block of Toelle Ln,1,0,N/A
874827,6/24/2017,Tennessee,Nashville,Hurst Dr,1,1,N/A
873385,6/22/2017,Florida,Bradenton,300 block of 12th Ave W,1,0,N/A
871853,6/19/2017,Ohio,Barberton,Pasadena Pl,1,0,N/A
870598,6/19/2017,Georgia,Macon,152 Bradstone Cir,1,0,N/A
869455,6/17/2017,Oklahoma,Tulsa,5400 block of North Hartford,1,2,N/A
868755,6/16/2017,Georgia,Dallas,Double Branches Lane,1,0,N/A
866871,6/14/2017,Oklahoma,Tulsa,1000 Block of E 51st Pl N,1,0,N/A
865851,6/12/2017,Texas,Dayton,CR 2342,1,0,N/A
865841,6/10/2017,South Dakota,Tripp (county),N/A,1,0,N/A
862962,6/8/2017,Louisiana,Farmerville (Rocky Branch),N/A,1,0,N/A
863950,6/8/2017,California,Antioch,4300 block of Palomar Dr,1,0,N/A
862935,6/6/2017,Virginia,Chesterfield,Welch Dr and Old Creek Rd,1,0,N/A
858141,6/1/2017,Missouri,Saint Louis,2500 block of Hodiamont Ave,1,0,N/A
858227,6/1/2017,Texas,Houston,13800 block of Northlake Dr,1,0,N/A
856998,5/31/2017,Kansas,Topeka,715 SW 16th Ave,1,0,N/A
855772,5/30/2017,Oklahoma,Chickasha,1214 W Chickasha Ave,1,0,N/A
852646,5/26/2017,Louisiana,New Orleans,3400 block of Esplanade Avenue,1,0,N/A
852662,5/24/2017,South Carolina,Sumter,Miller Road,1,0,N/A
851634,5/24/2017,Illinois,Springfield,200 block of E Scarritt St,1,0,N/A
849581,5/21/2017,Wisconsin,Ontario,Pisgah Road,1,0,N/A
849267,5/20/2017,Kentucky,Campbellsville,Busy Baker Road,1,0,N/A
849202,5/20/2017,Illinois,Des Plaines,2106 David Drive,1,0,N/A
843005,5/12/2017,Texas,Big Spring,1601 W 11th Place,1,0,N/A
840009,5/8/2017,Louisiana,Eunice,E Dean St,1,0,N/A
837298,5/5/2017,Louisiana,Baton Rouge,11320 Greenwell Springs Rd,1,0,N/A
833871,5/1/2017,Michigan,Muskegon,1751 Evanston Ave,1,0,N/A
833003,4/30/2017,Alabama,Leeds,4100 block of Oak Trail Way,1,0,N/A
832193,4/30/2017,Florida,Jacksonville,Willow Branch Avenue,1,0,N/A
828608,4/25/2017,Pennsylvania,Mckeesport,1300 Block of Ridge St,1,0,N/A
828925,4/25/2017,Florida,Homestead (Florida City),421 NW 167th St,1,0,N/A
825912,4/21/2017,Ohio,Akron,600 block of Fulmer Ave,1,0,N/A
824453,4/19/2017,Texas,Freeport,1200 W 8th St,1,0,N/A
817641,4/12/2017,California,Oakland,800 block of E 18th St,1,0,N/A
818950,4/10/2017,Florida,Orlando,Ziegler Rd,1,0,N/A
818275,4/10/2017,Georgia,Forest Park,5539 Pineridge Ct,1,0,N/A
815495,4/9/2017,Tennessee,Chattanooga,2516 E 21st St,1,0,N/A
815176,4/8/2017,Pennsylvania,Macungie,3900 block of Orchard Drive,1,0,N/A
811709,4/4/2017,Kansas,Wichita,9700 block of Westlawn,1,0,N/A
823434,3/27/2017,Florida,Orlando,Kitty Hawk Ave,1,0,N/A
801922,3/23/2017,Texas,Killeen,800 block of W Green Ave,1,0,N/A
799973,3/22/2017,Texas,Houston,4002 Corder St,2,0,N/A
800310,3/22/2017,Texas,El Paso,400 Block of Hardy Circle,1,0,N/A
799191,3/20/2017,Michigan,Grand Rapids,800 Block of Kalamazoo Ave SE,1,0,N/A
797622,3/18/2017,Michigan,Pontiac,100 block of Wall St,1,0,N/A
794578,3/14/2017,Missouri,Saint Louis,3300 block of Michigan Ave,1,0,N/A
793717,3/13/2017,Louisiana,Baton Rouge,4747 Southpark Drive,1,0,N/A
791748,3/10/2017,Texas,Spring,21300 block of Greenham Dr.,1,0,N/A
793683,3/10/2017,Washington,Seattle,10200 block of 23rd Court Southwest,1,0,N/A
788646,3/6/2017,Kentucky,Dry Ridge,Kelly Drive,1,0,N/A
788188,3/4/2017,Missouri,Otterville,6249 Kaiser Rd,1,0,N/A
783782,2/26/2017,Tennessee,Clifton,2373 Culps Bend Road,1,0,N/A
783373,2/25/2017,Georgia,Grovetown,Coventry Avenue,1,0,N/A
783455,2/23/2017,Louisiana,Lake Charles,1700 block of Rena St,1,0,N/A
781786,2/23/2017,California,Patterson,100 block of Washburn Street,1,0,N/A
780384,2/18/2017,Michigan,Holton,192nd Ave and Cleveland Rd,1,0,N/A
778882,2/18/2017,Arkansas,Texarkana,E. 50th Street,1,0,N/A
774826,2/14/2017,Indiana,Indianapolis,3600 block of Glen Arm Rd,1,0,N/A
773797,2/11/2017,Wisconsin,Kenosha,3600 block of 48th St.,1,0,N/A
766483,2/2/2017,Idaho,Peck,22400 block of Big Canyon Road,1,0,N/A
765282,1/31/2017,Nebraska,Omaha,14122 Manderson Plaza,1,0,N/A
764075,1/30/2017,Arkansas,Earle,Lincoln Ave,1,0,N/A
761133,1/26/2017,South Carolina,Sumter,Somerset Drive,1,0,N/A
757017,1/22/2017,South Carolina,Elgin,200 block of Cherrywood Dr,1,0,N/A
751177,1/15/2017,Indiana,Greenwood,2000 block of Jaden Lane,1,0,N/A
749453,1/13/2017,Ohio,Toledo,1500 block of East Broadway St,1,0,N/A
744044,1/5/2017,Virginia,Bluefield,201 Neel St,1,0,N/A
738771,12/31/2016,Texas,Houston,4235 Oak Shadows,1,0,N/A
740719,12/31/2016,Oregon,Grants Pass,Robertson Bridge Rd,1,0,N/A
739466,12/31/2016,Pennsylvania,Greencastle,400 block of W Baltimore St,1,0,N/A
737290,12/29/2016,Mississippi,Macon (Prairie Point),Buggs Ferry Road,1,0,N/A
736671,12/28/2016,Georgia,Valdosta,1000 block of Cherry Creek Drive,1,0,N/A
736729,12/28/2016,Maine,Sanford,Brunell Avenue,1,0,N/A
736703,12/27/2016,Indiana,Elkhart,25908 San Lu Rae Drive,1,0,N/A
734779,12/25/2016,Tennessee,Decaturville,6000 block of Middleburg Rd,1,0,N/A
732239,12/23/2016,Indiana,Elkhart,29508 San Lu Rae Drive,1,0,N/A
732281,12/22/2016,Alabama,Hartford,3507 County Rd 41,1,0,N/A
730637,12/21/2016,Michigan,Detroit,791 Tennessee St,1,0,N/A
729773,12/19/2016,Arkansas,Fouke,11000 block of US 71,1,0,N/A
728345,12/17/2016,Mississippi,Meridian,188 Mt. Horeb Rd,1,0,N/A
727980,12/17/2016,Kansas,Wichita,1300th block of North Erie,1,0,N/A
724139,12/12/2016,Michigan,Detroit,4300 block of Tireman,1,0,N/A
720656,12/6/2016,Georgia,Mableton,6660 Mableton Pkwy SE,1,0,N/A
717583,12/2/2016,Virginia,Brookneal,Mt Carmel Rd,1,0,N/A
713760,11/28/2016,Florida,Winter Haven,2520 US Hwy 92 West,1,0,N/A
714426,11/28/2016,Texas,Del Rio,406 W Martinez St,2,0,N/A
712073,11/27/2016,Pennsylvania,Republic,218 Republic Rd,1,0,N/A
711910,11/26/2016,Tennessee,Niota,County Road 278,1,0,N/A
707595,11/22/2016,Indiana,Anderson,1600 block of West 7th Street,1,0,N/A
707587,11/22/2016,Virginia,Christiansburg,700 block of Dabney Road,1,0,N/A
698745,11/12/2016,Colorado,La Salle,18000 block of County Road 43,1,0,N/A
697890,11/11/2016,Oklahoma,Fort Towson,N/A,1,0,N/A
696744,11/8/2016,Virginia,Hampton,500 block of Pennsylvania Ave,1,0,N/A
695239,11/7/2016,Pennsylvania,New Kensington (Arnold),1417 Orchard Ave,1,0,N/A
694416,11/6/2016,Georgia,Atlanta,1800 block of Charleston Avenue,1,0,N/A
688703,10/30/2016,Pennsylvania,Norristown,600 block of George Street,1,0,N/A
682959,10/22/2016,Louisiana,Larose,East Avenue C,1,0,N/A
677480,10/16/2016,Washington,Yacolt,34900 block of NE Thompson Road,1,0,N/A
678047,10/16/2016,North Dakota,Bismarck,106th St SE,1,0,N/A
675106,10/11/2016,Georgia,Acworth,4800 block of Ryan Road,1,0,N/A
674302,10/9/2016,South Carolina,Aynor,Garner Road,1,0,N/A
671732,10/7/2016,Georgia,Augusta,Done Roven Rd,1,0,N/A
668506,10/3/2016,North Dakota,Sanborn,506 5th St,1,0,N/A
666472,9/29/2016,Texas,Fort Worth,3712 North Elm Street,1,0,N/A
664531,9/27/2016,Iowa,Cedar Rapids,800 block of 15th Street SE,1,0,N/A
661322,9/22/2016,Maryland,Bladensburg,4200 block of 58th Avenue,1,0,N/A
657396,9/17/2016,Alaska,Juneau,3000 block of Mountainwood Circle,1,0,N/A
658997,9/14/2016,Texas,Bexar (county),N/A,1,0,N/A
653250,9/12/2016,South Carolina,Spartanburg,320 Spruce Street,1,0,N/A
651827,9/8/2016,California,Rosamond,2600 block of 25th Street West,1,0,N/A
649889,9/5/2016,Texas,San Benito,200 block of Los Ranchitos,1,0,N/A
648867,9/5/2016,Michigan,Kalamazoo,1500 block of Clinton Avenue,2,0,N/A
640740,8/28/2016,Kentucky,Louisville,3015 Penway Ave,1,0,N/A
640955,8/27/2016,Texas,San Benito,500 block of Doherty Street,1,0,N/A
630886,8/15/2016,Florida,Naples,1900 Tamiami Trail N,1,0,N/A
628206,8/12/2016,Pennsylvania,Mountville,17 West Main Street,1,0,N/A
626265,8/9/2016,Idaho,New Plymouth,5000 block of Highway 52,1,0,N/A
624215,8/6/2016,North Carolina,Shelby,105 Lindsey Lee Ln,1,0,N/A
624410,8/5/2016,Illinois,Chicago,2700 block of West Evergreen Avenue,1,0,N/A
619891,8/2/2016,South Carolina,Coward,4312 Circle Drive,1,1,N/A
621109,8/2/2016,Ohio,Columbus,400 block of E Markison Ave,1,0,N/A
619579,8/1/2016,Oklahoma,Ardmore,1200 block of L Street,1,0,N/A
618297,7/31/2016,Alabama,Birmingham (Homewood),1301 Lakeshore Dr.,1,0,N/A
618279,7/30/2016,New York,Elmira,200 block of West Hudson Street,1,0,N/A
613134,7/26/2016,Texas,San Antonio,3600 block of Callaghan Road,1,0,N/A
613014,7/25/2016,Arizona,Tempe,1000 E Orange Street,1,0,N/A
610117,7/22/2016,Indiana,Huntingburg,202 N. Main St.,1,0,N/A
607153,7/19/2016,Texas,Alvin,3400 block of Oxford,1,0,N/A
603823,7/15/2016,Florida,Tallahassee,2684 Tess Circle,1,0,N/A
603472,7/15/2016,Texas,Houston,Sageland Drive,1,0,N/A
603807,7/15/2016,Florida,Port Orange,829 Hudson Lane,1,0,N/A
598708,7/8/2016,Texas,Mineral Wells,2600 block of S.W 8th Avenue,1,0,N/A
596588,7/6/2016,Alabama,Toney,2500 block of Alabama 251,1,0,N/A
594187,7/3/2016,Florida,Sarasota,4583 Bee Ridge Road,1,0,N/A
594485,7/3/2016,Tennessee,Chattanooga (East Ridge),201 Eads Street,1,0,N/A
591683,6/29/2016,Pennsylvania,Philadelphia,5300 block of E Walnut Lane,1,0,N/A
591218,6/28/2016,Texas,San Antonio,8600 block of Star Creek Drive,1,0,N/A
590659,6/27/2016,Arizona,Phoenix,1600 block of West Missouri Avenue,1,0,N/A
586764,6/22/2016,Indiana,Indianapolis,3300 block of Wallace Avenue,1,0,N/A
586625,6/22/2016,Georgia,Adel,800 block of Guy Street,1,0,N/A
583177,6/17/2016,Pennsylvania,Pittsburgh,4290 Melwood Ave,1,0,N/A
579852,6/13/2016,West Virginia,Fairmont,Cleveland Avenue,1,0,N/A
580111,6/11/2016,Louisiana,Baton Rouge,3500 block of Wayne Ave,1,0,N/A
574632,6/7/2016,Michigan,Detroit,5300 block of Radnor,1,0,N/A
573656,6/6/2016,Maryland,Annapolis,1300 block of Tyler Avenue,1,0,N/A
573886,6/6/2016,Georgia,Hawkinsville,18 Franklin Street,1,0,N/A
571922,6/3/2016,Missouri,Saint Louis,9500 block of Page Ave,1,0,N/A
571874,6/3/2016,Colorado,Aurora,1575 Galena Street,1,0,N/A
571210,6/3/2016,Illinois,Chicago,3500 block of South Parnell Avenue,1,0,N/A
